track_id,genre,danceability,energy,valence,acousticness,speechiness,tempo,loudness,duration_min,popularity,hit
T1577,Hip-Hop,0.833,0.476,0.673,0.02,0.219,95.4,-7.42,3.45,78.4,1
T1578,Pop,0.756,0.854,0.689,0.092,0.087,105.1,-7.97,3.78,73.9,1
T1579,Rock,0.458,0.7,0.317,0.076,0.122,134.7,-5.98,3.72,37.3,0
T1580,Rock,0.502,0.712,0.484,0.02,0.02,127.7,-6.27,4.28,57.4,0
T1581,EDM,0.48,0.881,0.416,0.096,0.079,125.2,-3.55,3.39,76.1,1
T1582,Acoustic,0.485,0.525,0.737,0.759,0.028,112.4,-10.16,4.07,20.9,0
T1583,Rock,0.594,0.851,0.294,0.042,0.132,128.3,-9.56,3.83,40.3,0
T1584,R&B,0.919,0.626,0.429,0.382,0.02,112.8,-5.43,3.15,65.6,0
T1585,Hip-Hop,0.731,0.653,0.44,0.191,0.271,85.9,-4.93,4.43,70.2,1
T1586,Hip-Hop,0.819,0.529,0.55,0.065,0.263,97.3,-4.98,3.31,74.3,1
T1587,Rock,0.533,0.591,0.6,0.179,0.02,83.7,-7.99,3.73,53.4,0
T1588,Pop,0.823,0.77,0.578,0.137,0.11,100.9,-2.74,3.97,100.0,1
T1589,Acoustic,0.507,0.261,0.602,0.908,0.032,109.4,-12.79,3.77,9.9,0
T1590,Hip-Hop,0.651,0.648,0.352,0.02,0.318,102.3,-6.49,4.02,65.8,0
T1591,Hip-Hop,0.898,0.46,0.642,0.02,0.263,103.8,-5.8,3.32,81.8,1
T1592,Pop,0.577,0.768,0.527,0.02,0.083,134.3,-7.38,3.03,64.8,0
T1593,Rock,0.334,0.812,0.781,0.02,0.077,127.6,-8.77,2.79,64.9,0
T1594,Hip-Hop,0.814,0.841,0.596,0.176,0.325,115.6,-7.92,2.6,59.5,0
T1595,Acoustic,0.311,0.499,0.346,0.705,0.091,99.8,-12.6,3.29,7.3,0
T1596,Pop,0.792,0.662,0.523,0.249,0.13,115.6,-6.17,2.21,84.9,1
T1597,Hip-Hop,0.886,0.554,0.381,0.153,0.184,99.4,-5.95,2.64,59.7,0
T1598,Pop,0.527,0.686,0.372,0.2,0.058,128.5,-2.4,3.53,85.9,1
T1599,Pop,0.754,0.809,0.375,0.34,0.181,101.6,-5.99,3.7,79.8,1
T1600,Hip-Hop,0.861,0.482,0.548,0.042,0.202,106.8,-5.49,3.5,81.7,1
T1601,EDM,0.851,0.836,0.619,0.02,0.02,129.4,-4.69,3.62,87.6,1
T1602,EDM,0.594,0.965,0.657,0.16,0.154,108.7,-6.62,4.18,69.3,0
T1603,Rock,0.528,0.8,0.691,0.02,0.094,109.3,-7.58,4.97,62.6,0
T1604,Acoustic,0.326,0.37,0.341,0.888,0.025,114.0,-12.01,3.13,7.5,0
T1605,Hip-Hop,0.99,0.646,0.379,0.102,0.276,92.6,-7.04,2.78,79.0,1
T1606,Acoustic,0.576,0.424,0.299,0.856,0.02,96.2,-11.68,4.3,28.8,0
T1607,EDM,0.619,0.882,0.354,0.361,0.1,144.6,-5.81,3.8,75.5,1
T1608,Acoustic,0.537,0.197,0.519,0.99,0.078,111.9,-11.25,3.39,21.7,0
T1609,Hip-Hop,0.606,0.772,0.65,0.189,0.289,94.9,-7.56,3.63,77.0,1
T1610,Pop,0.811,0.643,0.436,0.075,0.089,132.3,-6.85,3.63,79.9,1
T1611,Hip-Hop,0.99,0.753,0.278,0.02,0.247,84.3,-6.03,3.83,66.5,0
T1612,Pop,0.59,0.743,0.615,0.124,0.02,100.4,-5.61,4.29,81.7,1
T1613,Acoustic,0.445,0.223,0.65,0.921,0.02,129.6,-7.7,4.24,8.5,0
T1614,EDM,0.826,0.822,0.749,0.02,0.021,136.5,-5.94,4.35,77.1,1
T1615,R&B,0.631,0.645,0.429,0.457,0.093,90.6,-7.84,4.23,64.4,0
T1616,Hip-Hop,0.655,0.551,0.549,0.029,0.219,100.7,-5.86,3.63,87.1,1
T1617,Hip-Hop,0.886,0.597,0.513,0.327,0.232,92.0,-8.18,2.94,60.5,0
T1618,Hip-Hop,0.733,0.815,0.464,0.189,0.169,101.7,-3.75,3.67,78.7,1
T1619,Rock,0.636,0.653,0.73,0.182,0.043,108.0,-3.1,4.75,96.8,1
T1620,Acoustic,0.299,0.251,0.494,0.69,0.021,128.6,-11.04,2.74,15.8,0
T1621,R&B,0.759,0.33,0.418,0.139,0.047,97.9,-3.46,3.2,66.8,0
T1622,R&B,0.65,0.649,0.275,0.02,0.128,119.0,-10.07,2.81,48.4,0
T1623,Pop,0.926,0.559,0.485,0.194,0.068,136.7,-3.13,4.19,83.9,1
T1624,EDM,0.664,0.923,0.742,0.28,0.064,113.5,-6.99,4.02,73.4,1
T1625,EDM,0.832,0.663,0.417,0.171,0.106,130.5,-4.6,2.5,74.7,1
T1626,Rock,0.633,0.99,0.761,0.301,0.02,129.7,-4.35,4.24,57.3,0
T1627,Rock,0.337,0.724,0.656,0.076,0.042,124.4,-5.24,4.0,41.7,0
T1628,Pop,0.682,0.733,0.404,0.02,0.086,120.7,-4.6,4.56,93.0,1
T1629,Hip-Hop,0.523,0.756,0.227,0.078,0.178,104.9,-8.86,2.76,49.3,0
T1630,Hip-Hop,0.99,0.871,0.424,0.099,0.208,92.7,-7.91,3.09,69.5,0
T1631,Rock,0.513,0.701,0.292,0.02,0.084,111.1,-8.11,3.72,62.5,0
T1632,Pop,0.574,0.567,0.472,0.02,0.069,94.3,-0.32,3.16,89.7,1
T1633,R&B,0.466,0.657,0.73,0.064,0.104,100.8,-5.14,2.52,55.4,0
T1634,EDM,0.825,0.99,0.409,0.166,0.147,103.7,-3.32,3.81,93.7,1
T1635,Hip-Hop,0.946,0.532,0.388,0.241,0.207,95.7,-4.77,3.24,68.9,0
T1636,EDM,0.663,0.99,0.582,0.047,0.035,145.3,-0.91,2.85,97.2,1
T1637,EDM,0.721,0.99,0.347,0.02,0.038,115.9,-5.38,3.54,77.1,1
T1638,Pop,0.774,0.648,0.784,0.047,0.089,125.7,-2.75,3.71,90.0,1
T1639,Acoustic,0.357,0.401,0.375,0.654,0.02,88.2,-9.55,4.63,0.0,0
T1640,R&B,0.681,0.552,0.195,0.101,0.054,100.4,-3.49,2.52,73.1,1
T1641,Rock,0.388,0.605,0.471,0.02,0.026,132.8,-5.49,3.84,67.6,0
T1642,EDM,0.979,0.99,0.408,0.021,0.02,126.5,-1.88,4.0,86.1,1
T1643,Acoustic,0.479,0.232,0.351,0.678,0.02,103.0,-11.39,3.49,24.7,0
T1644,EDM,0.707,0.727,0.287,0.118,0.06,136.9,-4.36,4.24,80.5,1
T1645,Rock,0.334,0.932,0.335,0.226,0.077,118.4,-5.21,3.98,55.7,0
T1646,Acoustic,0.528,0.162,0.199,0.831,0.186,146.3,-9.41,3.02,0.0,0
T1647,Rock,0.491,0.871,0.355,0.081,0.02,124.4,-6.67,4.44,54.6,0
T1648,Pop,0.95,0.482,0.45,0.16,0.052,103.7,-4.93,3.88,70.4,1
T1649,EDM,0.658,0.99,0.472,0.053,0.032,137.5,-7.29,3.62,86.2,1
T1650,Hip-Hop,0.66,0.441,0.45,0.112,0.17,82.9,-6.1,2.96,56.8,0
T1651,EDM,0.865,0.878,0.485,0.021,0.094,114.2,-5.2,4.58,74.9,1
T1652,Pop,0.803,0.821,0.878,0.03,0.02,133.2,-8.84,2.56,100.0,1
T1653,Pop,0.734,0.491,0.648,0.119,0.02,124.1,-6.17,2.45,77.1,1
T1654,Pop,0.768,0.986,0.622,0.324,0.02,124.1,-7.16,3.34,78.8,1
T1655,R&B,0.632,0.524,0.45,0.459,0.146,87.9,-6.49,3.65,51.7,0
T1656,Rock,0.571,0.983,0.438,0.245,0.065,114.5,-8.72,4.64,54.2,0
T1657,Acoustic,0.324,0.353,0.292,0.803,0.02,125.3,-11.09,1.88,0.0,0
T1658,Pop,0.83,0.756,0.552,0.02,0.02,112.5,-5.7,3.45,100.0,1
T1659,Acoustic,0.347,0.337,0.504,0.776,0.02,87.5,-11.81,3.91,7.4,0
T1660,Pop,0.76,0.751,0.627,0.19,0.132,137.1,-6.82,3.27,95.8,1
T1661,Acoustic,0.458,0.465,0.494,0.809,0.152,102.1,-10.98,2.91,23.8,0
T1662,Rock,0.438,0.646,0.486,0.02,0.152,112.1,-6.44,4.34,53.6,0
T1663,EDM,0.796,0.928,0.412,0.02,0.06,142.4,-2.79,3.03,99.0,1
T1664,EDM,0.732,0.856,0.788,0.02,0.037,109.2,-1.8,3.46,97.8,1
T1665,EDM,0.851,0.596,0.428,0.098,0.042,113.4,-2.16,4.37,68.4,0
T1666,EDM,0.759,0.871,0.529,0.02,0.045,114.7,-6.53,3.66,99.1,1
T1667,EDM,0.639,0.633,0.723,0.169,0.038,123.6,-3.92,4.23,75.4,1
T1668,EDM,0.589,0.841,0.323,0.02,0.02,125.9,-5.0,3.8,60.8,0
T1669,Pop,0.768,0.84,0.442,0.02,0.107,116.0,-4.04,3.33,73.2,1
T1670,Pop,0.681,0.432,0.277,0.226,0.02,131.6,-8.61,3.87,71.0,1
T1671,Hip-Hop,0.908,0.484,0.661,0.02,0.248,100.8,-4.57,2.99,72.3,1
T1672,Hip-Hop,0.806,0.599,0.955,0.19,0.296,89.2,-2.54,2.88,83.8,1
T1673,Pop,0.745,0.581,0.79,0.105,0.02,132.0,-5.18,4.77,78.6,1
T1674,Pop,0.615,0.776,0.838,0.021,0.132,112.6,-3.87,3.29,84.4,1
T1675,Hip-Hop,0.86,0.574,0.334,0.168,0.221,79.6,-4.9,3.38,82.0,1
T1676,Pop,0.65,0.959,0.425,0.027,0.163,99.2,-3.46,3.96,78.7,1
T1677,EDM,0.688,0.837,0.75,0.02,0.152,156.8,-5.39,4.58,79.6,1
T1678,Pop,0.667,0.734,0.555,0.03,0.02,117.9,-4.35,2.9,82.7,1
T1679,Pop,0.607,0.657,0.75,0.179,0.129,130.6,-3.15,4.34,92.7,1
T1680,Rock,0.391,0.756,0.537,0.167,0.023,135.8,-3.75,3.22,77.2,1
T1681,EDM,0.655,0.937,0.161,0.219,0.114,120.1,-4.61,4.81,55.1,0
T1682,Pop,0.619,0.623,0.384,0.09,0.02,119.6,-4.54,4.22,73.6,1
T1683,Acoustic,0.627,0.44,0.131,0.795,0.03,120.7,-10.1,3.13,22.6,0
T1684,EDM,0.642,0.831,0.506,0.18,0.088,107.5,-2.79,3.56,80.7,1
T1685,Pop,0.744,0.858,0.473,0.191,0.118,118.6,-4.03,3.62,75.5,1
T1686,R&B,0.706,0.379,0.545,0.02,0.159,103.6,-4.68,2.77,83.8,1
T1687,Hip-Hop,0.743,0.56,0.428,0.02,0.197,115.5,-6.56,5.0,81.3,1
T1688,Rock,0.377,0.789,0.412,0.102,0.026,117.0,-6.04,3.3,67.7,0
T1689,R&B,0.796,0.388,0.401,0.381,0.066,100.9,-7.24,3.36,62.8,0
T1690,R&B,0.537,0.516,0.396,0.22,0.02,103.7,-7.24,4.01,49.2,0
T1691,EDM,0.634,0.964,0.382,0.02,0.031,125.4,-2.92,4.21,79.5,1
T1692,Hip-Hop,0.714,0.514,0.288,0.037,0.284,96.5,-7.67,3.54,56.1,0
T1693,R&B,0.747,0.542,0.536,0.231,0.027,93.9,-7.57,4.42,46.5,0
T1694,Hip-Hop,0.874,0.474,0.594,0.045,0.19,91.7,-6.98,3.52,60.5,0
T1695,Hip-Hop,0.801,0.674,0.824,0.227,0.241,85.8,-7.3,4.09,67.6,0
T1696,R&B,0.498,0.484,0.427,0.277,0.074,103.2,-9.02,3.63,32.3,0
T1697,R&B,0.828,0.461,0.736,0.303,0.179,102.2,-5.41,3.87,65.6,0
T1698,Acoustic,0.64,0.374,0.303,0.902,0.029,90.6,-11.86,3.61,29.4,0
T1699,Rock,0.616,0.509,0.385,0.185,0.02,102.0,-6.33,3.51,69.6,0
T1700,Pop,0.535,0.693,0.728,0.191,0.03,146.6,-4.66,3.11,71.1,1
T1701,Rock,0.516,0.576,0.454,0.253,0.085,134.1,-6.07,4.32,34.2,0
T1702,Pop,0.673,0.599,0.638,0.163,0.09,101.4,-3.68,3.56,95.0,1
T1703,EDM,0.744,0.826,0.418,0.093,0.102,104.2,-2.13,4.09,83.8,1
T1704,EDM,0.689,0.831,0.388,0.299,0.054,133.8,-4.27,2.79,66.4,0
T1705,Pop,0.598,0.775,0.43,0.234,0.06,95.8,-4.02,3.25,90.0,1
T1706,Pop,0.773,0.742,0.499,0.303,0.05,126.7,-6.08,3.27,77.5,1
T1707,EDM,0.681,0.834,0.457,0.067,0.089,128.1,-1.52,4.7,76.9,1
T1708,Hip-Hop,0.9,0.76,0.605,0.084,0.183,116.3,-5.69,3.73,87.7,1
T1709,Hip-Hop,0.915,0.607,0.513,0.213,0.172,109.1,-8.2,2.8,60.8,0
T1710,EDM,0.694,0.952,0.621,0.02,0.043,114.0,-3.64,4.36,71.9,1
T1711,EDM,0.64,0.85,0.336,0.049,0.02,125.2,-3.67,3.55,92.9,1
T1712,Pop,0.675,0.594,0.364,0.02,0.027,88.8,-6.43,4.33,63.0,0
T1713,Acoustic,0.505,0.418,0.324,0.932,0.077,102.4,-12.09,3.65,1.6,0
T1714,Pop,0.768,0.555,0.552,0.126,0.036,111.0,-2.38,3.79,92.6,1
T1715,Pop,0.647,0.8,0.75,0.1,0.069,89.0,-5.54,4.06,82.6,1
T1716,Rock,0.452,0.95,0.429,0.317,0.042,115.1,-4.09,2.75,60.7,0
T1717,Pop,0.494,0.848,0.571,0.032,0.109,119.1,-5.06,3.89,72.6,1
T1718,EDM,0.669,0.848,0.37,0.2,0.02,147.3,-2.7,4.11,70.7,1
T1719,Pop,0.56,0.783,0.702,0.09,0.114,124.4,-4.79,4.12,73.1,1
T1720,Hip-Hop,0.805,0.49,0.463,0.083,0.22,102.3,-3.52,3.06,65.0,0
T1721,R&B,0.731,0.54,0.556,0.201,0.02,108.8,-10.07,2.74,49.2,0
T1722,R&B,0.931,0.584,0.455,0.184,0.154,100.6,-7.85,3.39,60.8,0
T1723,Acoustic,0.448,0.263,0.295,0.659,0.02,114.8,-10.63,3.93,14.8,0
T1724,Rock,0.47,0.863,0.597,0.02,0.02,130.8,-4.64,4.39,51.5,0
T1725,Pop,0.842,0.5,0.211,0.085,0.093,106.2,-3.46,3.14,58.7,0
T1726,Pop,0.812,0.579,0.614,0.209,0.12,115.7,-8.62,2.98,74.1,1
T1727,R&B,0.61,0.604,0.493,0.095,0.132,100.9,-7.93,3.57,65.5,0
T1728,Pop,0.77,0.658,0.535,0.035,0.051,100.0,-5.9,3.65,89.2,1
T1729,R&B,0.704,0.53,0.587,0.411,0.093,89.7,-2.63,3.36,86.2,1
T1730,Pop,0.697,0.637,0.699,0.143,0.075,140.8,-7.94,2.82,76.0,1
T1731,Hip-Hop,0.743,0.739,0.357,0.227,0.275,100.5,-5.86,2.91,44.6,0
T1732,Acoustic,0.488,0.288,0.363,0.74,0.02,137.7,-11.67,2.67,11.3,0
T1733,Hip-Hop,0.939,0.598,0.251,0.134,0.222,112.7,-5.63,3.09,74.2,1
T1734,Pop,0.621,0.66,0.726,0.118,0.085,116.3,-3.45,2.41,76.6,1
T1735,Pop,0.99,0.746,0.15,0.424,0.02,113.4,-6.48,4.23,78.9,1
T1736,Pop,0.863,0.844,0.081,0.229,0.117,119.8,-3.84,4.61,95.2,1
T1737,Hip-Hop,0.583,0.698,0.236,0.02,0.22,109.0,-2.05,3.73,56.2,0
T1738,EDM,0.811,0.961,0.497,0.166,0.039,115.7,-0.78,4.32,92.9,1
T1739,Hip-Hop,0.727,0.626,0.731,0.02,0.248,86.1,-6.24,3.46,78.4,1
T1740,Pop,0.61,0.839,0.679,0.199,0.079,146.5,-6.32,3.9,68.6,0
T1741,EDM,0.752,0.99,0.482,0.22,0.149,112.3,-6.5,3.91,77.5,1
T1742,EDM,0.656,0.952,0.465,0.033,0.049,113.6,-5.12,2.78,87.6,1
T1743,EDM,0.95,0.824,0.579,0.02,0.037,124.3,-0.67,3.29,100.0,1
T1744,Rock,0.537,0.953,0.611,0.069,0.058,147.6,-2.67,3.27,67.0,0
T1745,Pop,0.681,0.609,0.387,0.095,0.054,119.7,-4.74,2.17,69.4,0
T1746,Hip-Hop,0.747,0.57,0.44,0.195,0.284,103.9,-3.72,3.51,75.2,1
T1747,Pop,0.736,0.764,0.516,0.087,0.166,115.3,-4.82,3.7,95.0,1
T1748,Acoustic,0.653,0.42,0.534,0.732,0.061,91.2,-10.38,2.84,21.3,0
T1749,R&B,0.756,0.353,0.643,0.305,0.059,121.3,-6.89,3.82,68.8,0
T1750,Acoustic,0.601,0.349,0.563,0.779,0.02,110.6,-9.12,4.35,21.8,0
T1751,Pop,0.815,0.712,0.629,0.245,0.098,125.2,-4.83,3.21,75.9,1
T1752,R&B,0.417,0.543,0.636,0.365,0.066,136.4,-6.55,3.71,45.8,0
T1753,R&B,0.6,0.544,0.634,0.362,0.135,123.1,-10.93,2.89,59.2,0
T1754,EDM,0.858,0.858,0.268,0.02,0.02,139.3,-4.85,3.37,77.3,1
T1755,Hip-Hop,0.88,0.745,0.378,0.224,0.214,116.8,-8.1,3.2,77.8,1
T1756,Pop,0.648,0.643,0.237,0.385,0.081,119.1,-3.8,3.42,77.9,1
T1757,R&B,0.48,0.268,0.593,0.416,0.044,98.2,-11.31,4.23,37.8,0
T1758,Pop,0.759,0.58,0.346,0.081,0.03,126.1,-5.94,3.62,97.8,1
T1759,Pop,0.604,0.616,0.493,0.136,0.02,104.1,-4.53,3.11,62.6,0
T1760,Pop,0.722,0.552,0.687,0.487,0.061,111.7,-3.01,3.59,83.2,1
T1761,R&B,0.639,0.354,0.491,0.042,0.072,111.8,-5.73,3.91,53.9,0
T1762,EDM,0.803,0.863,0.348,0.02,0.121,114.3,-3.9,4.01,87.5,1
T1763,Pop,0.591,0.703,0.277,0.186,0.101,125.9,-6.23,3.4,54.5,0
T1764,Rock,0.592,0.679,0.601,0.046,0.034,115.9,-8.54,4.43,61.6,0
T1765,Rock,0.498,0.806,0.506,0.127,0.02,137.4,-5.54,4.32,80.9,1
T1766,Pop,0.595,0.687,0.662,0.174,0.098,98.8,-3.91,3.57,69.3,0
T1767,Pop,0.534,0.646,0.595,0.02,0.069,103.0,-1.82,3.11,82.8,1
T1768,EDM,0.684,0.796,0.307,0.095,0.058,109.0,-3.15,4.48,89.6,1
T1769,Pop,0.63,0.778,0.339,0.308,0.09,117.8,-6.31,3.95,77.6,1
T1770,R&B,0.514,0.442,0.576,0.31,0.068,97.6,-5.17,4.18,52.5,0
T1771,Hip-Hop,0.77,0.519,0.626,0.02,0.276,89.0,-7.14,3.04,58.7,0
T1772,Hip-Hop,0.749,0.702,0.629,0.414,0.207,119.2,-8.66,2.71,77.2,1
T1773,EDM,0.704,0.881,0.654,0.088,0.082,137.8,-4.16,3.35,66.8,0
T1774,EDM,0.519,0.867,0.194,0.19,0.044,117.5,-3.61,3.99,66.8,0
T1775,Rock,0.581,0.812,0.556,0.086,0.116,118.0,-7.39,3.48,69.8,0
T1776,R&B,0.621,0.69,0.343,0.284,0.064,93.5,-7.92,2.95,42.8,0
T1777,Rock,0.549,0.98,0.271,0.104,0.072,127.5,-6.32,4.24,58.9,0
T1778,Rock,0.467,0.678,0.458,0.127,0.02,111.5,-6.37,3.95,43.3,0
T1779,Pop,0.737,0.708,0.66,0.083,0.045,122.4,-5.18,3.64,83.3,1
T1780,Pop,0.588,0.743,0.402,0.059,0.051,110.3,-7.81,1.97,83.9,1
T1781,EDM,0.591,0.824,0.44,0.02,0.057,136.4,-3.24,4.63,65.9,0
T1782,Pop,0.68,0.778,0.185,0.234,0.02,111.5,-4.13,4.08,64.9,0
T1783,Hip-Hop,0.916,0.56,0.388,0.042,0.244,98.1,-6.29,3.08,85.3,1
T1784,Rock,0.679,0.833,0.634,0.112,0.033,139.2,-5.83,5.54,73.4,1
T1785,EDM,0.749,0.8,0.25,0.147,0.048,132.2,-2.82,3.17,75.2,1
T1786,Rock,0.385,0.794,0.229,0.086,0.088,114.0,-6.76,3.67,75.4,1
T1787,R&B,0.67,0.64,0.396,0.419,0.065,100.0,-6.71,4.18,55.8,0
T1788,Hip-Hop,0.667,0.693,0.432,0.02,0.234,94.3,-5.3,3.85,77.5,1
T1789,EDM,0.463,0.913,0.36,0.146,0.048,111.2,-4.28,4.39,34.2,0
T1790,EDM,0.69,0.99,0.288,0.084,0.123,136.1,-4.85,2.96,70.4,1
T1791,R&B,0.862,0.6,0.534,0.376,0.119,111.6,-6.51,5.13,72.7,1
T1792,Rock,0.757,0.874,0.561,0.106,0.02,137.4,-7.04,5.1,73.4,1
T1793,R&B,0.737,0.604,0.358,0.319,0.103,105.6,-4.59,3.17,52.8,0
T1794,Hip-Hop,0.803,0.581,0.721,0.02,0.209,111.8,-3.59,3.02,86.6,1
T1795,Acoustic,0.556,0.368,0.467,0.99,0.069,112.9,-14.04,3.62,17.9,0
T1796,Rock,0.599,0.867,0.549,0.123,0.02,129.9,-4.15,4.07,74.2,1
T1797,Acoustic,0.599,0.302,0.5,0.793,0.02,99.6,-13.78,4.01,24.3,0
T1798,Pop,0.617,0.573,0.566,0.073,0.02,120.8,-7.67,3.89,66.8,0
T1799,Hip-Hop,0.669,0.752,0.62,0.02,0.257,90.6,-5.32,2.75,78.4,1
T1800,Acoustic,0.481,0.338,0.429,0.703,0.029,124.9,-11.78,2.97,13.7,0
T1801,EDM,0.525,0.968,0.666,0.02,0.091,91.2,-2.32,3.28,98.3,1
T1802,Rock,0.647,0.876,0.439,0.112,0.02,126.7,-7.77,3.98,67.3,0
T1803,Rock,0.417,0.906,0.771,0.188,0.098,109.6,-6.63,3.99,65.9,0
T1804,Pop,0.738,0.488,0.385,0.199,0.092,116.8,-4.94,1.74,84.0,1
T1805,Pop,0.528,0.611,0.411,0.03,0.077,135.1,-5.35,4.47,80.7,1
T1806,EDM,0.504,0.794,0.605,0.02,0.044,125.7,-2.76,3.72,77.8,1
T1807,Acoustic,0.427,0.28,0.569,0.787,0.02,108.8,-8.21,3.57,17.6,0
T1808,Pop,0.603,0.531,0.533,0.328,0.054,135.7,-3.65,3.86,77.7,1
T1809,Pop,0.601,0.658,0.563,0.226,0.087,125.7,-4.21,2.69,86.2,1
T1810,Pop,0.674,0.625,0.59,0.234,0.024,108.7,-5.35,3.03,74.9,1
T1811,Acoustic,0.446,0.218,0.454,0.773,0.029,91.5,-10.91,3.95,0.0,0
T1812,Hip-Hop,0.916,0.744,0.556,0.027,0.216,104.5,-10.48,3.17,94.1,1
T1813,R&B,0.582,0.354,0.569,0.107,0.167,116.9,-6.07,3.39,41.6,0
T1814,Pop,0.896,0.601,0.652,0.08,0.099,125.3,-6.99,4.13,62.3,0
T1815,R&B,0.717,0.493,0.477,0.229,0.117,97.1,-9.7,3.01,53.4,0
T1816,Pop,0.679,0.506,0.417,0.256,0.098,110.3,-6.7,3.89,58.8,0
T1817,Acoustic,0.584,0.203,0.403,0.66,0.02,121.9,-12.16,3.28,41.3,0
T1818,Rock,0.639,0.857,0.753,0.077,0.031,112.9,-5.92,4.45,64.9,0
T1819,Pop,0.626,0.618,0.488,0.154,0.111,113.4,-3.54,4.1,80.4,1
T1820,Hip-Hop,0.881,0.587,0.494,0.02,0.203,107.3,-6.13,3.57,83.8,1
T1821,Rock,0.456,0.946,0.584,0.123,0.069,121.0,-6.12,3.31,69.1,0
T1822,EDM,0.629,0.946,0.13,0.02,0.033,110.7,-2.84,4.22,63.0,0
T1823,Pop,0.806,0.505,0.718,0.02,0.022,109.7,-4.9,4.73,76.0,1
T1824,Hip-Hop,0.785,0.727,0.621,0.055,0.147,94.6,-9.64,4.09,65.8,0
T1825,Hip-Hop,0.929,0.662,0.591,0.023,0.133,100.1,-9.5,3.81,77.3,1
T1826,Rock,0.589,0.809,0.636,0.033,0.026,117.5,-8.64,4.57,80.2,1
T1827,R&B,0.679,0.413,0.219,0.381,0.101,101.0,-7.84,3.08,45.9,0
T1828,Hip-Hop,0.783,0.753,0.571,0.236,0.193,88.0,-6.1,3.92,91.1,1
T1829,R&B,0.652,0.609,0.65,0.195,0.02,91.3,-5.91,3.91,68.1,0
T1830,EDM,0.745,0.951,0.115,0.076,0.137,133.6,-4.58,3.56,60.1,0
T1831,Hip-Hop,0.665,0.447,0.553,0.159,0.301,87.3,-6.94,3.3,72.3,1
T1832,EDM,0.604,0.715,0.384,0.02,0.02,123.5,-3.3,4.64,71.0,1
T1833,Acoustic,0.299,0.512,0.204,0.742,0.097,110.9,-11.19,3.27,0.0,0
T1834,Pop,0.631,0.546,0.552,0.02,0.079,126.1,-5.62,3.81,77.2,1
T1835,Hip-Hop,0.822,0.369,0.564,0.281,0.276,91.2,-4.81,2.31,62.4,0
T1836,Rock,0.604,0.9,0.341,0.244,0.117,117.6,-4.08,3.8,84.7,1
T1837,EDM,0.497,0.933,0.286,0.039,0.02,110.5,-3.16,3.75,89.9,1
T1838,Acoustic,0.429,0.282,0.68,0.768,0.063,90.7,-10.38,3.59,31.2,0
T1839,EDM,0.661,0.777,0.164,0.059,0.036,123.5,-3.7,4.26,66.0,0
T1840,Hip-Hop,0.865,0.581,0.304,0.02,0.211,122.7,-6.89,3.07,63.6,0
T1841,Pop,0.738,0.64,0.589,0.154,0.075,120.5,-6.61,3.02,74.8,1
T1842,Acoustic,0.358,0.308,0.372,0.73,0.058,111.9,-7.51,3.74,19.6,0
T1843,EDM,0.663,0.99,0.126,0.132,0.058,147.8,-4.09,3.29,75.4,1
T1844,Rock,0.522,0.751,0.698,0.203,0.047,126.9,-4.35,2.79,88.2,1
T1845,Rock,0.711,0.751,0.506,0.068,0.021,133.4,-2.94,3.9,77.6,1
T1846,Rock,0.504,0.891,0.46,0.099,0.105,123.2,-9.26,3.97,36.2,0
T1847,Rock,0.513,0.987,0.551,0.279,0.022,97.9,-5.2,3.79,69.3,0
T1848,Acoustic,0.602,0.263,0.632,0.879,0.02,102.8,-8.41,3.38,32.2,0
T1849,Pop,0.685,0.672,0.273,0.061,0.069,120.3,-7.03,2.95,76.7,1
T1850,Rock,0.295,0.801,0.375,0.02,0.05,135.5,-3.4,3.86,59.2,0
T1851,EDM,0.217,0.99,0.851,0.022,0.074,97.3,-8.33,2.81,62.1,0
T1852,R&B,0.661,0.442,0.167,0.182,0.128,68.4,-7.26,3.33,63.4,0
T1853,Hip-Hop,0.99,0.785,0.49,0.142,0.269,103.7,-6.72,2.89,95.6,1
T1854,EDM,0.772,0.945,0.581,0.141,0.141,132.3,-3.5,4.02,73.7,1
T1855,EDM,0.942,0.721,0.499,0.02,0.129,117.8,0.0,3.46,85.7,1
T1856,Hip-Hop,0.763,0.477,0.462,0.061,0.258,119.2,-7.19,3.7,85.7,1
T1857,Rock,0.439,0.651,0.471,0.117,0.113,119.9,-4.71,5.17,50.4,0
T1858,R&B,0.789,0.572,0.753,0.125,0.025,76.8,-9.81,4.02,55.5,0
T1859,R&B,0.689,0.491,0.482,0.286,0.123,114.6,-9.83,2.76,54.3,0
T1860,Pop,0.705,0.65,0.627,0.02,0.023,122.7,-3.79,3.07,94.8,1
T1861,R&B,0.577,0.297,0.571,0.195,0.147,112.5,-8.5,2.38,45.2,0
T1862,Hip-Hop,0.93,0.511,0.709,0.099,0.237,106.3,-1.52,3.95,90.2,1
T1863,R&B,0.7,0.344,0.374,0.217,0.15,100.0,-6.96,2.11,37.6,0
T1864,Rock,0.615,0.844,0.655,0.061,0.064,154.7,-6.47,4.32,51.0,0
T1865,Pop,0.485,0.489,0.838,0.222,0.09,124.1,-4.45,2.48,78.7,1
T1866,Hip-Hop,0.881,0.691,0.543,0.045,0.305,105.6,-6.7,3.34,87.2,1
T1867,R&B,0.638,0.564,0.457,0.202,0.034,105.9,-2.74,3.57,57.8,0
